getpwuid_r did not find a match for uid 501
Filtering the log data using "processImagePath CONTAINS "ClaudeCodeUI""
Timestamp                       Thread     Type        Activity             PID    TTL  
2025-08-21 00:35:43.143449-0400 0x105e12   Default     0x0                  82435  0    ClaudeCodeUI: (Network) [com.apple.network:connection] nw_connection_send_viability_changed_on_nw_queue [C2] viability_changed_handler(true)
2025-08-21 00:35:43.143475-0400 0x105e12   Default     0x0                  82435  0    ClaudeCodeUI: (CFNetwork) [com.apple.CFNetwork:Default] Connection 2: connected successfully
2025-08-21 00:35:43.143502-0400 0x105e12   Default     0x0                  82435  0    ClaudeCodeUI: (CFNetwork) [com.apple.CFNetwork:Default] Connection 2: ready C(N) E(N)
2025-08-21 00:35:43.143603-0400 0x105e12   Default     0x0                  82435  0    ClaudeCodeUI: (CFNetwork) [com.apple.CFNetwork:Default] Task <E962EBF8-BCCF-4515-B85B-FFD8A6607281>.<1> now using Connection 2
2025-08-21 00:35:43.143787-0400 0x105e12   Default     0x0                  82435  0    ClaudeCodeUI: (CFNetwork) [com.apple.CFNetwork:Default] Connection 2: received viability advisory(Y)
2025-08-21 00:35:43.143922-0400 0x105e12   Default     0x0                  82435  0    ClaudeCodeUI: (CFNetwork) [com.apple.CFNetwork:Default] Task <E962EBF8-BCCF-4515-B85B-FFD8A6607281>.<1> sent request, body N 0
2025-08-21 00:35:43.144039-0400 0x105e12   Default     0x0                  82435  0    ClaudeCodeUI: (Network) [com.apple.network:connection] nw_socket_handle_socket_event [C3:2] Socket received CONNECTED event
2025-08-21 00:35:43.144112-0400 0x105e12   Default     0x0                  82435  0    ClaudeCodeUI: (Network) [com.apple.network:connection] nw_flow_connected [C3 IPv4#3b04c947:3004 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] Transport protocol connected (socket)
2025-08-21 00:35:43.144147-0400 0x105e12   Default     0x0                  82435  0    ClaudeCodeUI: (Network) [com.apple.network:connection] [C3 IPv4#3b04c947:3004 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] event: flow:finish_transport @0.002s
2025-08-21 00:35:43.144165-0400 0x105e12   Default     0x0                  82435  0    ClaudeCodeUI: (Network) [com.apple.network:connection] nw_flow_connected [C3 IPv4#3b04c947:3004 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] Output protocol connected (CFNetworkConnection-1848377960)
2025-08-21 00:35:43.144349-0400 0x105e12   Default     0x0                  82435  0    ClaudeCodeUI: (Network) [com.apple.network:connection] [C3 IPv4#3b04c947:3004 ready socket-flow (satisfied (Path is satisfied), interface: lo0)] event: flow:finish_connect @0.002s
2025-08-21 00:35:43.144771-0400 0x105e12   Default     0x0                  82435  0    ClaudeCodeUI: (Network) [com.apple.network:connection] nw_connection_report_state_with_handler_on_nw_queue [C3] reporting state ready
2025-08-21 00:35:43.144831-0400 0x105e12   Default     0x0                  82435  0    ClaudeCodeUI: (Network) [com.apple.network:connection] [C3 IPv4#3b04c947:3004 ready socket-flow (satisfied (Path is satisfied), interface: lo0)] event: flow:changed_viability @0.003s
2025-08-21 00:35:43.144917-0400 0x105e12   Default     0x0                  82435  0    ClaudeCodeUI: (Network) [com.apple.network:connection] nw_connection_send_viability_changed_on_nw_queue [C3] viability_changed_handler(true)
2025-08-21 00:35:43.144952-0400 0x105e12   Default     0x0                  82435  0    ClaudeCodeUI: (CFNetwork) [com.apple.CFNetwork:Default] Connection 3: connected successfully
2025-08-21 00:35:43.144971-0400 0x105e12   Default     0x0                  82435  0    ClaudeCodeUI: (CFNetwork) [com.apple.CFNetwork:Default] Connection 3: ready C(N) E(N)
2025-08-21 00:35:43.145048-0400 0x105e12   Default     0x0                  82435  0    ClaudeCodeUI: (CFNetwork) [com.apple.CFNetwork:Default] Task <F8EEFBBA-88EE-4A09-BAB8-044119BBD2E2>.<2> now using Connection 3
2025-08-21 00:35:43.145247-0400 0x105e12   Default     0x0                  82435  0    ClaudeCodeUI: (CFNetwork) [com.apple.CFNetwork:Default] Connection 3: received viability advisory(Y)
2025-08-21 00:35:43.145373-0400 0x105e12   Default     0x0                  82435  0    ClaudeCodeUI: (CFNetwork) [com.apple.CFNetwork:Default] Task <F8EEFBBA-88EE-4A09-BAB8-044119BBD2E2>.<2> sent request, body N 0
2025-08-21 00:35:43.147244-0400 0x105e13   Activity    0x375c9c             82435  0    ClaudeCodeUI: (RunningBoardServices) didChangeInheritances
2025-08-21 00:35:43.178607-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (Network) [com.apple.network:activity] <nw_activity 50:1 [C7C33207-D770-49CB-81EC-00CB9E486B15] (global parent) (reporting strategy default) complete (reason success)> complete with reason 2 (success), duration 549ms
2025-08-21 00:35:43.178681-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (Network) [com.apple.network:activity] <nw_activity 50:2 [F680AF6F-625C-4F0B-B758-B433A71EAFB8] (reporting strategy default) complete (reason success)> complete with reason 2 (success), duration 549ms
2025-08-21 00:35:43.178710-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (Network) [com.apple.network:activity] Unsetting the global parent activity <nw_activity 50:1 [C7C33207-D770-49CB-81EC-00CB9E486B15] (global parent) (reporting strategy default) complete (reason success)>
2025-08-21 00:35:43.178719-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (Network) [com.apple.network:activity] Unset the global parent activity
2025-08-21 00:35:43.529753-0400 0x105e0e   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending background task with UIBackgroundTaskIdentifier: 2
2025-08-21 00:35:43.529832-0400 0x105e0e   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending task with identifier 2 and description: <_UIBackgroundTaskInfo: 0x6000017a7cc0>: taskID = 2, taskName = Persistent SceneSession Map Update, creationTime = 44412 (elapsed = 0), _expireHandler: <__NSGlobalBlock__: 0x1e6a3b638>
2025-08-21 00:35:43.529860-0400 0x105e0e   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Decrementing reference count for assertion <BKSProcessAssertion: 0x600002102080> (used by background task with identifier 2: <_UIBackgroundTaskInfo: 0x6000017a7cc0>: taskID = 2, taskName = Persistent SceneSession Map Update, creationTime = 44412 (elapsed = 0))
2025-08-21 00:35:43.529881-0400 0x105e0e   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Will invalidate assertion: <BKSProcessAssertion: 0x600002102080> for task identifier: 2
2025-08-21 00:35:43.856006-0400 0x105e13   Activity    0x375c9d             82435  0    ClaudeCodeUI: (RunningBoardServices) didChangeInheritances
2025-08-21 00:35:43.959885-0400 0x105e0d   Activity    0x375c9e             82435  0    ClaudeCodeUI: (RunningBoardServices) didChangeInheritances
2025-08-21 00:35:44.065347-0400 0x105e0e   Default     0x0                  82435  0    ClaudeCodeUI: (CFNetwork) [com.apple.CFNetwork:Default] Task <F8EEFBBA-88EE-4A09-BAB8-044119BBD2E2>.<2> received response, status 200 content K
2025-08-21 00:35:44.067930-0400 0x105e0e   Default     0x0                  82435  0    ClaudeCodeUI: (CFNetwork) [com.apple.CFNetwork:Default] Task <F8EEFBBA-88EE-4A09-BAB8-044119BBD2E2>.<2> response ended
2025-08-21 00:35:44.067959-0400 0x105e0e   Default     0x0                  82435  0    ClaudeCodeUI: (CFNetwork) [com.apple.CFNetwork:Default] Task <F8EEFBBA-88EE-4A09-BAB8-044119BBD2E2>.<2> done using Connection 3
2025-08-21 00:35:44.068052-0400 0x105e0e   Default     0x0                  82435  0    ClaudeCodeUI: (Network) [com.apple.network:connection] [C3] event: client:connection_idle @0.926s
2025-08-21 00:35:44.068170-0400 0x105e0e   Default     0x0                  82435  0    ClaudeCodeUI: (Network) [com.apple.network:connection] [C3] event: client:connection_idle @0.926s
2025-08-21 00:35:44.068239-0400 0x105e13   Default     0x0                  82435  0    ClaudeCodeUI: (CFNetwork) [com.apple.CFNetwork:Summary] Task <F8EEFBBA-88EE-4A09-BAB8-044119BBD2E2>.<2> summary for task success {transaction_duration_ms=930, response_status=200, connection=3, protocol="http/1.1", domain_lookup_duration_ms=0, connect_duration_ms=2, secure_connection_duration_ms=0, private_relay=false, request_start_ms=7, request_duration_ms=0, response_start_ms=927, response_duration_ms=2, request_bytes=442, request_throughput_kbps=22630, response_bytes=26196, response_throughput_kbps=9394, cache_hit=true}
2025-08-21 00:35:44.068380-0400 0x105e13   Default     0x0                  82435  0    ClaudeCodeUI: (CoreAnalytics) [com.apple.CoreAnalytics:client] No XPC connection in Simulator
2025-08-21 00:35:44.068322-0400 0x105e0e   Default     0x0                  82435  0    ClaudeCodeUI: (CFNetwork) [com.apple.CFNetwork:Default] Task <E962EBF8-BCCF-4515-B85B-FFD8A6607281>.<1> received response, status 200 content K
2025-08-21 00:35:44.068823-0400 0x105e13   Default     0x0                  82435  0    ClaudeCodeUI: (CFNetwork) [com.apple.CFNetwork:Default] Task <F8EEFBBA-88EE-4A09-BAB8-044119BBD2E2>.<2> finished successfully
2025-08-21 00:35:44.069209-0400 0x105e0e   Default     0x0                  82435  0    ClaudeCodeUI: (CFNetwork) [com.apple.CFNetwork:Default] Task <E962EBF8-BCCF-4515-B85B-FFD8A6607281>.<1> response ended
2025-08-21 00:35:44.075375-0400 0x105e0e   Default     0x0                  82435  0    ClaudeCodeUI: (CFNetwork) [com.apple.CFNetwork:Default] Task <E962EBF8-BCCF-4515-B85B-FFD8A6607281>.<1> done using Connection 2
2025-08-21 00:35:44.075573-0400 0x105e0e   Default     0x0                  82435  0    ClaudeCodeUI: (Network) [com.apple.network:connection] [C2] event: client:connection_idle @0.934s
2025-08-21 00:35:44.075655-0400 0x105e0c   Default     0x0                  82435  0    ClaudeCodeUI: (CFNetwork) [com.apple.CFNetwork:Summary] Task <E962EBF8-BCCF-4515-B85B-FFD8A6607281>.<1> summary for task success {transaction_duration_ms=938, response_status=200, connection=2, protocol="http/1.1", domain_lookup_duration_ms=0, connect_duration_ms=2, secure_connection_duration_ms=0, private_relay=false, request_start_ms=6, request_duration_ms=0, response_start_ms=930, response_duration_ms=7, request_bytes=442, request_throughput_kbps=14839, response_bytes=26196, response_throughput_kbps=3498, cache_hit=true}
2025-08-21 00:35:44.075664-0400 0x105e0e   Default     0x0                  82435  0    ClaudeCodeUI: (Network) [com.apple.network:connection] [C2] event: client:connection_idle @0.935s
2025-08-21 00:35:44.076320-0400 0x105e0c   Default     0x0                  82435  0    ClaudeCodeUI: (CFNetwork) [com.apple.CFNetwork:Default] Task <E962EBF8-BCCF-4515-B85B-FFD8A6607281>.<1> finished successfully
2025-08-21 00:35:44.091110-0400 0x105dbc   Error       0x0                  82435  0    ClaudeCodeUI: (CollectionViewCore) [com.apple.UIKit:CompositionalLayout] Attempting to add contentInsets to an item's dimension along an estimated axis. Insets along any estimated axes will be ignored. Use the item's edgeSpacing or the containing group's interItemSpacing instead. Item: <NSCollectionLayoutItem 0x600002635260 size={.containerWidthFactor(0.5), .estimated(200)}>
	contentInsets={8, 8, 8, 8}
2025-08-21 00:35:44.096374-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Will add backgroundTask with taskName: CoreData: Executing write request, expirationHandler: <__NSGlobalBlock__: 0x1e6e54040>
2025-08-21 00:35:44.096421-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new assertion because there is no existing background assertion.
2025-08-21 00:35:44.096436-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new background assertion
2025-08-21 00:35:44.096497-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created new background assertion <BKSProcessAssertion: 0x60000215c230>
2025-08-21 00:35:44.096813-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Incrementing reference count for background assertion <BKSProcessAssertion: 0x60000215c230>
2025-08-21 00:35:44.096843-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created background task <_UIBackgroundTaskInfo: 0x600001772380>: taskID = 4, taskName = CoreData: Executing write request, creationTime = 44413 (elapsed = 0).
2025-08-21 00:35:44.097740-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending background task with UIBackgroundTaskIdentifier: 4
2025-08-21 00:35:44.097762-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending task with identifier 4 and description: <_UIBackgroundTaskInfo: 0x600001772380>: taskID = 4, taskName = CoreData: Executing write request, creationTime = 44413 (elapsed = 0), _expireHandler: <__NSGlobalBlock__: 0x1e6e54040>
2025-08-21 00:35:44.097788-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Decrementing reference count for assertion <BKSProcessAssertion: 0x60000215c230> (used by background task with identifier 4: <_UIBackgroundTaskInfo: 0x600001772380>: taskID = 4, taskName = CoreData: Executing write request, creationTime = 44413 (elapsed = 0))
2025-08-21 00:35:44.097804-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Will invalidate assertion: <BKSProcessAssertion: 0x60000215c230> for task identifier: 4
2025-08-21 00:35:44.098008-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Will add backgroundTask with taskName: CoreData: Executing write request, expirationHandler: <__NSGlobalBlock__: 0x1e6e54040>
2025-08-21 00:35:44.098027-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new assertion because there is no existing background assertion.
2025-08-21 00:35:44.098039-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new background assertion
2025-08-21 00:35:44.098057-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created new background assertion <BKSProcessAssertion: 0x60000215dcc0>
2025-08-21 00:35:44.098247-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Incrementing reference count for background assertion <BKSProcessAssertion: 0x60000215dcc0>
2025-08-21 00:35:44.098364-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created background task <_UIBackgroundTaskInfo: 0x6000017da440>: taskID = 5, taskName = CoreData: Executing write request, creationTime = 44413 (elapsed = 0).
2025-08-21 00:35:44.099060-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending background task with UIBackgroundTaskIdentifier: 5
2025-08-21 00:35:44.099084-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending task with identifier 5 and description: <_UIBackgroundTaskInfo: 0x6000017da440>: taskID = 5, taskName = CoreData: Executing write request, creationTime = 44413 (elapsed = 0), _expireHandler: <__NSGlobalBlock__: 0x1e6e54040>
2025-08-21 00:35:44.099108-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Decrementing reference count for assertion <BKSProcessAssertion: 0x60000215dcc0> (used by background task with identifier 5: <_UIBackgroundTaskInfo: 0x6000017da440>: taskID = 5, taskName = CoreData: Executing write request, creationTime = 44413 (elapsed = 0))
2025-08-21 00:35:44.099124-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Will invalidate assertion: <BKSProcessAssertion: 0x60000215dcc0> for task identifier: 5
2025-08-21 00:35:44.099464-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Will add backgroundTask with taskName: CoreData: Executing write request, expirationHandler: <__NSGlobalBlock__: 0x1e6e54040>
2025-08-21 00:35:44.099487-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new assertion because there is no existing background assertion.
2025-08-21 00:35:44.099503-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new background assertion
2025-08-21 00:35:44.099523-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created new background assertion <BKSProcessAssertion: 0x600002160eb0>
2025-08-21 00:35:44.099941-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Incrementing reference count for background assertion <BKSProcessAssertion: 0x600002160eb0>
2025-08-21 00:35:44.100099-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created background task <_UIBackgroundTaskInfo: 0x6000017a0f40>: taskID = 6, taskName = CoreData: Executing write request, creationTime = 44413 (elapsed = 0).
2025-08-21 00:35:44.100804-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending background task with UIBackgroundTaskIdentifier: 6
2025-08-21 00:35:44.100829-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending task with identifier 6 and description: <_UIBackgroundTaskInfo: 0x6000017a0f40>: taskID = 6, taskName = CoreData: Executing write request, creationTime = 44413 (elapsed = 0), _expireHandler: <__NSGlobalBlock__: 0x1e6e54040>
2025-08-21 00:35:44.100856-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Decrementing reference count for assertion <BKSProcessAssertion: 0x600002160eb0> (used by background task with identifier 6: <_UIBackgroundTaskInfo: 0x6000017a0f40>: taskID = 6, taskName = CoreData: Executing write request, creationTime = 44413 (elapsed = 0))
2025-08-21 00:35:44.100871-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Will invalidate assertion: <BKSProcessAssertion: 0x600002160eb0> for task identifier: 6
2025-08-21 00:35:44.101044-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Will add backgroundTask with taskName: CoreData: Executing write request, expirationHandler: <__NSGlobalBlock__: 0x1e6e54040>
2025-08-21 00:35:44.101066-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new assertion because there is no existing background assertion.
2025-08-21 00:35:44.101078-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new background assertion
2025-08-21 00:35:44.101132-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created new background assertion <BKSProcessAssertion: 0x600002164f00>
2025-08-21 00:35:44.101651-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Incrementing reference count for background assertion <BKSProcessAssertion: 0x600002164f00>
2025-08-21 00:35:44.101797-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created background task <_UIBackgroundTaskInfo: 0x6000017915c0>: taskID = 7, taskName = CoreData: Executing write request, creationTime = 44413 (elapsed = 0).
2025-08-21 00:35:44.102181-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending background task with UIBackgroundTaskIdentifier: 7
2025-08-21 00:35:44.102210-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending task with identifier 7 and description: <_UIBackgroundTaskInfo: 0x6000017915c0>: taskID = 7, taskName = CoreData: Executing write request, creationTime = 44413 (elapsed = 0), _expireHandler: <__NSGlobalBlock__: 0x1e6e54040>
2025-08-21 00:35:44.102276-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Decrementing reference count for assertion <BKSProcessAssertion: 0x600002164f00> (used by background task with identifier 7: <_UIBackgroundTaskInfo: 0x6000017915c0>: taskID = 7, taskName = CoreData: Executing write request, creationTime = 44413 (elapsed = 0))
2025-08-21 00:35:44.102421-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Will invalidate assertion: <BKSProcessAssertion: 0x600002164f00> for task identifier: 7
2025-08-21 00:35:44.102969-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Will add backgroundTask with taskName: CoreData: Executing write request, expirationHandler: <__NSGlobalBlock__: 0x1e6e54040>
2025-08-21 00:35:44.102989-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new assertion because there is no existing background assertion.
2025-08-21 00:35:44.103004-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new background assertion
2025-08-21 00:35:44.103024-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created new background assertion <BKSProcessAssertion: 0x60000215cb90>
2025-08-21 00:35:44.103492-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Incrementing reference count for background assertion <BKSProcessAssertion: 0x60000215cb90>
2025-08-21 00:35:44.103562-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created background task <_UIBackgroundTaskInfo: 0x6000017915c0>: taskID = 8, taskName = CoreData: Executing write request, creationTime = 44413 (elapsed = 0).
2025-08-21 00:35:44.104360-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending background task with UIBackgroundTaskIdentifier: 8
2025-08-21 00:35:44.104389-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending task with identifier 8 and description: <_UIBackgroundTaskInfo: 0x6000017915c0>: taskID = 8, taskName = CoreData: Executing write request, creationTime = 44413 (elapsed = 0), _expireHandler: <__NSGlobalBlock__: 0x1e6e54040>
2025-08-21 00:35:44.104414-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Decrementing reference count for assertion <BKSProcessAssertion: 0x60000215cb90> (used by background task with identifier 8: <_UIBackgroundTaskInfo: 0x6000017915c0>: taskID = 8, taskName = CoreData: Executing write request, creationTime = 44413 (elapsed = 0))
2025-08-21 00:35:44.104430-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Will invalidate assertion: <BKSProcessAssertion: 0x60000215cb90> for task identifier: 8
2025-08-21 00:35:44.104618-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Will add backgroundTask with taskName: CoreData: Executing write request, expirationHandler: <__NSGlobalBlock__: 0x1e6e54040>
2025-08-21 00:35:44.104638-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new assertion because there is no existing background assertion.
2025-08-21 00:35:44.104650-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new background assertion
2025-08-21 00:35:44.104667-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created new background assertion <BKSProcessAssertion: 0x600002141900>
2025-08-21 00:35:44.105101-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Incrementing reference count for background assertion <BKSProcessAssertion: 0x600002141900>
2025-08-21 00:35:44.105245-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created background task <_UIBackgroundTaskInfo: 0x6000017d8d80>: taskID = 9, taskName = CoreData: Executing write request, creationTime = 44413 (elapsed = 0).
2025-08-21 00:35:44.105674-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending background task with UIBackgroundTaskIdentifier: 9
2025-08-21 00:35:44.105708-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending task with identifier 9 and description: <_UIBackgroundTaskInfo: 0x6000017d8d80>: taskID = 9, taskName = CoreData: Executing write request, creationTime = 44413 (elapsed = 0), _expireHandler: <__NSGlobalBlock__: 0x1e6e54040>
2025-08-21 00:35:44.105735-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Decrementing reference count for assertion <BKSProcessAssertion: 0x600002141900> (used by background task with identifier 9: <_UIBackgroundTaskInfo: 0x6000017d8d80>: taskID = 9, taskName = CoreData: Executing write request, creationTime = 44413 (elapsed = 0))
2025-08-21 00:35:44.105851-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Will invalidate assertion: <BKSProcessAssertion: 0x600002141900> for task identifier: 9
2025-08-21 00:35:44.106250-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Will add backgroundTask with taskName: CoreData: Executing write request, expirationHandler: <__NSGlobalBlock__: 0x1e6e54040>
2025-08-21 00:35:44.106267-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new assertion because there is no existing background assertion.
2025-08-21 00:35:44.106354-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new background assertion
2025-08-21 00:35:44.106551-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created new background assertion <BKSProcessAssertion: 0x60000215c8c0>
2025-08-21 00:35:44.106980-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Incrementing reference count for background assertion <BKSProcessAssertion: 0x60000215c8c0>
2025-08-21 00:35:44.107007-0400 0x105dbc   Default     0x0                  82435  0    ClaudeCodeUI: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created background task <_UIBackgroundTaskInfo: 0x6000017a0700>: taskID = 10, taskName = CoreData: Executing write request, creationTime = 44413 (elapsed = 0).
